Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion
59,No,Travel_Rarely,1089,Sales,1,2,Technical Degree,2,Male,3,3,Manager,4,11904,3,Yes,14,3,3,14,1,6,4,0
45,No,Travel_Rarely,788,Human Resources,24,4,Medical,2,Male,3,1,Human Resources,2,2177,1,No,16,3,1,6,3,6,3,0
53,No,Travel_Frequently,124,Sales,2,3,Marketing,3,Female,2,3,Sales Executive,2,7525,2,No,12,3,1,30,3,15,7,6
36,Yes,Travel_Rarely,660,Research & Development,15,3,Other,1,Male,3,2,Laboratory Technician,3,4834,7,No,14,3,2,9,2,1,0,0
26,Yes,Travel_Frequently,342,Research & Development,2,3,Life Sciences,1,Male,3,1,Research Scientist,1,2042,6,Yes,14,3,2,6,3,3,2,1
34,No,Travel_Rarely,1333,Sales,10,4,Life Sciences,3,Female,3,1,Sales Representative,3,2220,1,Yes,19,3,4,1,3,1,1,0
28,No,Travel_Rarely,1144,Sales,10,1,Medical,4,Male,3,1,Sales Representative,2,1052,1,No,22,4,2,1,3,1,0,0
38,No,Travel_Frequently,1186,Research & Development,3,4,Other,3,Male,3,1,Research Scientist,3,2821,3,No,16,3,1,8,3,2,2,2
50,No,Travel_Rarely,1464,Research & Development,2,4,Medical,2,Male,3,5,Research Director,3,19237,2,Yes,11,3,4,29,2,8,1,7
37,No,Travel_Rarely,124,Research & Development,3,3,Other,4,Female,3,2,Healthcare Representative,2,4107,3,No,15,3,1,8,2,4,3,0
40,No,Travel_Rarely,300,Sales,26,3,Marketing,3,Male,3,2,Sales Executive,1,8396,1,No,14,3,2,8,2,7,7,7
26,No,Travel_Frequently,921,Research & Development,1,1,Medical,1,Female,2,1,Research Scientist,3,2007,1,No,13,3,3,5,3,5,3,1
46,No,Travel_Rarely,430,Research & Development,1,4,Medical,4,Male,3,5,Research Director,4,19627,9,No,17,3,4,23,3,2,2,2
54,No,Travel_Rarely,1082,Sales,2,4,Life Sciences,3,Female,2,3,Sales Executive,3,10686,6,No,11,3,2,13,3,9,4,7
56,No,Travel_Frequently,1240,Research & Development,9,3,Medical,1,Female,3,1,Research Scientist,3,2942,2,No,19,3,2,18,3,5,4,0
36,No,Travel_Rarely,796,Research & Development,12,5,Medical,4,Female,2,3,Manufacturing Director,4,8858,0,No,11,3,2,15,2,14,8,7
55,No,Non-Travel,444,Research & Development,2,1,Medical,3,Male,2,4,Manager,1,16756,7,No,15,3,2,31,4,9,7,6
43,No,Travel_Rarely,415,Sales,25,3,Medical,3,Male,2,3,Sales Executive,4,10798,5,No,13,3,3,18,3,1,0,0
20,Yes,Travel_Frequently,769,Sales,9,3,Marketing,4,Female,3,1,Sales Representative,4,2323,1,Yes,14,3,2,2,3,2,2,0
21,Yes,Travel_Rarely,1334,Research & Development,10,3,Life Sciences,3,Female,2,1,Laboratory Technician,1,1416,1,No,13,3,1,1,2,1,0,1
46,No,Travel_Rarely,1003,Research & Development,8,4,Life Sciences,4,Female,2,2,Research Scientist,1,4615,8,Yes,23,4,1,19,3,16,13,1
51,Yes,Travel_Rarely,1323,Research & Development,4,4,Life Sciences,1,Male,3,1,Research Scientist,3,2461,9,Yes,12,3,3,18,4,10,0,2
28,Yes,Non-Travel,1366,Research & Development,24,2,Technical Degree,2,Male,2,3,Healthcare Representative,1,8722,1,No,12,3,1,10,2,10,7,1
26,No,Travel_Rarely,192,Research & Development,1,2,Medical,1,Male,2,1,Laboratory Technician,1,3955,1,No,16,3,1,6,3,5,3,1
30,No,Travel_Rarely,1176,Research & Development,20,3,Other,3,Male,3,2,Manufacturing Director,1,9957,0,No,15,3,3,7,2,6,2,0
41,No,Travel_Rarely,509,Research & Development,7,2,Technical Degree,2,Female,4,1,Research Scientist,3,3376,1,No,13,3,3,10,3,10,6,0
38,No,Travel_Rarely,330,Research & Development,17,1,Life Sciences,3,Female,2,3,Healthcare Representative,3,8823,0,No,18,3,1,20,2,19,9,1
40,No,Travel_Rarely,1492,Research & Development,20,4,Technical Degree,1,Male,3,3,Healthcare Representative,4,10322,4,No,20,4,4,14,3,11,10,11
27,No,Non-Travel,1277,Research & Development,8,5,Life Sciences,1,Male,1,1,Laboratory Technician,3,4621,1,No,19,3,4,3,3,3,2,1
55,No,Travel_Frequently,1091,Research & Development,2,1,Life Sciences,4,Male,3,3,Manufacturing Director,2,10976,3,No,18,3,2,23,3,3,2,1
28,No,Travel_Rarely,857,Research & Development,10,3,Other,3,Female,3,2,Research Scientist,3,3660,3,No,13,3,4,10,4,8,7,1
44,Yes,Travel_Rarely,1376,Human Resources,1,2,Medical,2,Male,2,3,Human Resources,1,10482,9,No,14,3,4,24,3,20,6,3
33,No,Travel_Rarely,654,Research & Development,5,3,Life Sciences,4,Male,2,3,Healthcare Representative,4,7119,4,No,15,3,3,9,3,3,2,1
35,Yes,Travel_Rarely,1204,Sales,4,3,Technical Degree,4,Male,3,3,Sales Executive,1,9582,0,Yes,22,4,1,9,3,8,7,4
33,Yes,Travel_Frequently,827,Research & Development,29,4,Medical,1,Female,2,2,Research Scientist,3,4508,1,No,22,4,2,14,3,13,7,3
28,No,Travel_Rarely,895,Research & Development,15,2,Life Sciences,1,Male,3,1,Laboratory Technician,3,2207,1,No,16,3,4,4,2,4,2,2
34,No,Travel_Frequently,618,Research & Development,3,1,Life Sciences,1,Male,3,2,Healthcare Representative,4,7756,0,No,17,3,3,7,2,6,2,0
37,No,Travel_Rarely,309,Sales,10,4,Life Sciences,4,Female,2,2,Sales Executive,4,6694,2,Yes,14,3,3,8,3,1,0,0
25,Yes,Travel_Rarely,1219,Research & Development,4,1,Technical Degree,4,Male,3,1,Laboratory Technician,4,3691,1,Yes,15,3,2,7,4,7,7,5
26,Yes,Travel_Rarely,1330,Research & Development,21,3,Medical,1,Male,3,1,Laboratory Technician,3,2377,1,No,20,4,3,1,2,1,1,0
33,Yes,Travel_Rarely,1017,Research & Development,25,3,Medical,1,Male,2,1,Research Scientist,2,2313,4,Yes,20,4,2,5,3,2,2,2
42,No,Travel_Rarely,469,Research & Development,2,2,Medical,4,Male,3,4,Manager,1,17665,0,No,17,3,4,23,3,22,6,13
28,Yes,Travel_Frequently,1009,Research & Development,1,3,Medical,1,Male,2,1,Laboratory Technician,2,2596,1,No,15,3,1,1,3,1,0,0
50,Yes,Travel_Frequently,959,Sales,1,4,Other,4,Male,3,2,Sales Executive,3,4728,3,Yes,14,3,4,5,3,0,0,0
33,No,Travel_Frequently,970,Sales,7,3,Life Sciences,4,Female,3,2,Sales Executive,2,4302,0,No,17,3,3,4,3,3,2,0
34,No,Non-Travel,697,Research & Development,3,4,Life Sciences,3,Male,2,1,Research Scientist,4,2979,3,No,17,3,4,6,3,0,0,0
48,No,Non-Travel,1262,Research & Development,1,4,Medical,1,Male,4,4,Manager,4,16885,2,No,22,4,3,27,2,5,4,2
45,No,Non-Travel,1050,Sales,9,4,Life Sciences,2,Female,2,2,Sales Executive,3,5593,1,No,13,3,4,15,3,15,10,4
52,No,Travel_Rarely,994,Research & Development,7,4,Life Sciences,2,Male,3,3,Healthcare Representative,2,10445,7,No,19,3,4,18,3,8,6,4
38,No,Travel_Rarely,770,Sales,10,4,Marketing,3,Male,2,3,Sales Executive,3,8740,0,Yes,14,3,2,9,3,8,7,2
29,No,Travel_Rarely,1107,Research & Development,28,4,Life Sciences,3,Female,3,1,Research Scientist,4,2514,4,No,22,4,1,11,3,7,5,1
28,No,Travel_Rarely,950,Research & Development,3,3,Medical,4,Female,3,3,Manufacturing Director,2,7655,0,No,17,3,2,10,2,9,7,1
46,No,Travel_Rarely,406,Sales,3,1,Marketing,1,Male,3,4,Manager,3,17465,3,No,12,3,4,23,3,12,9,4
38,No,Travel_Rarely,130,Sales,2,2,Marketing,4,Male,3,3,Sales Executive,2,7351,7,No,16,3,3,10,3,1,0,0
43,No,Travel_Frequently,1082,Research & Development,27,3,Life Sciences,3,Female,3,3,Manufacturing Director,1,10820,8,No,11,3,3,18,3,8,7,0
39,Yes,Travel_Frequently,203,Research & Development,2,3,Life Sciences,1,Male,3,4,Healthcare Representative,4,12169,7,No,11,3,4,21,3,18,7,11
40,No,Travel_Rarely,1308,Research & Development,14,3,Medical,3,Male,2,5,Research Director,3,19626,1,No,14,3,1,21,4,20,7,4
21,No,Travel_Rarely,984,Research & Development,1,1,Technical Degree,4,Female,2,1,Research Scientist,2,2070,1,Yes,11,3,3,2,4,2,2,2
39,No,Non-Travel,439,Research & Development,9,3,Life Sciences,3,Male,3,2,Laboratory Technician,2,6782,9,No,15,3,3,9,2,5,4,0
36,No,Non-Travel,217,Research & Development,18,4,Life Sciences,1,Male,3,2,Manufacturing Director,4,7779,2,No,20,4,1,18,3,11,9,0
31,No,Travel_Frequently,793,Sales,20,3,Life Sciences,3,Male,4,1,Sales Representative,4,2791,0,No,12,3,1,3,3,2,2,2
28,No,Travel_Rarely,1451,Research & Development,2,1,Life Sciences,1,Male,2,1,Research Scientist,2,3201,0,No,17,3,1,6,1,5,3,0
35,No,Travel_Frequently,1182,Sales,11,2,Marketing,4,Male,3,2,Sales Executive,4,4968,1,No,11,3,4,5,3,5,2,0
49,No,Travel_Rarely,174,Sales,8,4,Technical Degree,4,Male,2,4,Sales Executive,2,13120,6,No,17,3,2,22,3,9,8,2
34,No,Travel_Frequently,1003,Research & Development,2,2,Life Sciences,4,Male,3,2,Manufacturing Director,3,4033,2,No,11,3,4,5,2,3,2,0
29,No,Travel_Frequently,490,Research & Development,10,3,Life Sciences,4,Female,3,1,Research Scientist,2,3291,0,No,14,3,4,8,2,7,5,1
42,No,Travel_Rarely,188,Research & Development,29,3,Medical,2,Male,1,2,Laboratory Technician,4,4272,4,No,19,3,1,16,3,1,0,0
29,No,Travel_Rarely,718,Research & Development,8,1,Medical,2,Male,2,2,Manufacturing Director,4,5056,1,Yes,15,3,3,10,2,10,7,1
38,No,Travel_Rarely,433,Human Resources,1,3,Human Resources,3,Male,4,1,Human Resources,3,2844,1,No,13,3,4,7,4,7,6,5
28,No,Travel_Frequently,773,Research & Development,6,3,Life Sciences,3,Male,2,1,Research Scientist,3,2703,1,Yes,14,3,4,3,3,3,1,0
18,Yes,Non-Travel,247,Research & Development,8,1,Medical,3,Male,3,1,Laboratory Technician,3,1904,1,No,12,3,4,0,3,0,0,0
33,Yes,Travel_Rarely,603,Sales,9,4,Marketing,1,Female,3,2,Sales Executive,1,8224,0,Yes,17,3,1,6,3,5,2,0
41,No,Travel_Rarely,167,Research & Development,12,4,Life Sciences,2,Male,3,1,Laboratory Technician,4,4766,3,Yes,11,3,1,6,3,1,0,0
31,Yes,Travel_Frequently,874,Research & Development,15,3,Medical,3,Male,3,1,Laboratory Technician,3,2610,1,No,12,3,3,2,2,2,2,2
37,No,Travel_Rarely,367,Research & Development,25,2,Medical,3,Female,2,2,Healthcare Representative,4,5731,7,No,13,3,3,9,3,6,2,1
27,No,Travel_Rarely,199,Research & Development,6,3,Life Sciences,4,Male,2,1,Research Scientist,3,2539,1,No,13,3,3,4,3,4,2,2
34,No,Travel_Rarely,1400,Sales,9,1,Life Sciences,2,Female,3,2,Sales Executive,3,5714,1,No,20,4,1,6,2,6,5,1
35,No,Travel_Rarely,528,Human Resources,8,4,Technical Degree,3,Male,3,1,Human Resources,3,4323,1,No,17,3,2,6,1,5,4,1
29,Yes,Travel_Rarely,408,Sales,23,1,Life Sciences,4,Female,2,3,Sales Executive,1,7336,1,No,13,3,1,11,1,11,8,3
40,No,Travel_Frequently,593,Research & Development,9,4,Medical,2,Female,3,3,Research Director,3,13499,9,No,17,3,3,20,2,18,7,2
42,Yes,Travel_Frequently,481,Sales,12,3,Life Sciences,3,Male,3,4,Sales Executive,1,13758,0,Yes,12,3,2,22,2,21,9,13
42,No,Travel_Rarely,647,Sales,4,4,Marketing,2,Male,3,2,Sales Executive,1,5155,7,No,13,3,4,9,4,6,4,1
35,No,Travel_Rarely,982,Research & Development,1,4,Medical,4,Male,2,1,Laboratory Technician,3,2258,6,No,12,3,2,10,3,8,0,1
24,No,Travel_Rarely,477,Research & Development,24,3,Medical,4,Male,3,1,Laboratory Technician,2,3597,8,No,22,4,4,6,3,4,3,1
28,Yes,Travel_Rarely,1485,Research & Development,12,1,Life Sciences,3,Female,3,1,Laboratory Technician,4,2515,1,Yes,11,3,4,1,2,1,1,0
26,No,Travel_Rarely,1384,Research & Development,3,4,Medical,1,Male,4,1,Laboratory Technician,4,4420,1,No,22,4,2,8,3,8,7,0
30,No,Travel_Rarely,852,Sales,10,3,Marketing,3,Male,2,2,Sales Executive,3,6578,1,No,18,3,1,10,3,10,3,1
40,No,Travel_Frequently,902,Research & Development,26,2,Medical,3,Female,2,2,Research Scientist,4,4422,3,Yes,13,3,4,16,1,1,1,0
35,No,Travel_Rarely,819,Research & Development,2,3,Life Sciences,3,Male,2,3,Manufacturing Director,2,10274,2,No,18,3,2,15,4,7,7,6
34,No,Travel_Frequently,669,Research & Development,1,3,Medical,4,Male,2,2,Healthcare Representative,1,5343,0,No,20,4,3,14,3,13,9,4
35,No,Travel_Frequently,636,Research & Development,4,4,Other,4,Male,2,1,Laboratory Technician,4,2376,1,No,13,3,2,2,4,2,2,2
43,Yes,Travel_Rarely,1372,Sales,9,3,Marketing,1,Female,1,2,Sales Executive,3,5346,8,No,13,3,2,7,2,4,3,1
32,No,Non-Travel,862,Sales,2,1,Life Sciences,3,Female,3,1,Sales Representative,1,2827,1,No,12,3,3,1,3,1,0,0
56,No,Travel_Rarely,718,Research & Development,4,4,Technical Degree,4,Female,3,5,Manager,1,19943,4,No,13,3,4,28,3,5,2,4
29,No,Travel_Rarely,1401,Research & Development,6,1,Medical,2,Female,3,1,Laboratory Technician,4,3131,1,No,13,3,1,10,3,10,8,0
19,No,Travel_Rarely,645,Research & Development,9,2,Life Sciences,3,Male,3,1,Research Scientist,1,2552,1,No,25,4,3,1,3,1,1,0
45,No,Travel_Rarely,1457,Research & Development,7,3,Medical,1,Female,3,1,Research Scientist,3,4477,4,Yes,19,3,3,7,2,3,2,0
37,No,Travel_Rarely,977,Research & Development,1,3,Life Sciences,4,Female,2,2,Manufacturing Director,4,6474,1,No,13,3,2,14,2,14,8,3
20,No,Travel_Rarely,805,Research & Development,3,3,Life Sciences,1,Male,2,1,Laboratory Technician,3,3033,1,No,12,3,1,2,2,2,2,1
44,Yes,Travel_Rarely,1097,Research & Development,10,4,Life Sciences,3,Male,3,1,Research Scientist,3,2936,1,Yes,11,3,3,6,3,6,4,0
53,No,Travel_Rarely,1223,Research & Development,7,2,Medical,4,Female,3,5,Manager,3,18606,3,No,18,3,2,26,3,7,7,4
29,No,Travel_Rarely,942,Research & Development,15,1,Life Sciences,2,Female,1,1,Research Scientist,4,2168,0,Yes,18,3,1,6,2,5,4,1
22,Yes,Travel_Frequently,1256,Research & Development,3,4,Life Sciences,3,Male,2,1,Research Scientist,4,2853,0,Yes,11,3,2,1,3,0,0,0
46,No,Travel_Rarely,1402,Sales,2,3,Marketing,3,Female,3,4,Manager,1,17048,8,No,23,4,1,28,3,26,15,15
44,No,Non-Travel,111,Research & Development,17,3,Life Sciences,4,Male,1,1,Research Scientist,3,2290,2,No,13,3,4,6,3,0,0,0
33,No,Travel_Rarely,147,Human Resources,2,3,Human Resources,2,Male,3,1,Human Resources,3,3600,1,No,13,3,4,5,3,5,4,1
41,Yes,Non-Travel,906,Research & Development,5,2,Life Sciences,1,Male,2,1,Research Scientist,1,2107,6,No,17,3,1,5,1,1,0,0
30,No,Travel_Rarely,1329,Sales,29,4,Life Sciences,3,Male,3,2,Sales Executive,1,4115,8,No,19,3,3,8,3,4,3,0
40,No,Travel_Frequently,1184,Sales,2,4,Medical,2,Male,3,2,Sales Executive,2,4327,5,No,12,3,4,5,3,0,0,0
50,No,Travel_Frequently,1421,Research & Development,2,3,Medical,4,Female,3,4,Manager,1,17856,2,No,22,4,3,32,3,2,2,2
28,No,Travel_Rarely,1179,Research & Development,19,4,Medical,4,Male,2,1,Laboratory Technician,1,3196,1,No,12,3,3,6,3,6,5,3
46,No,Travel_Rarely,1450,Research & Development,15,2,Life Sciences,4,Male,3,5,Research Director,2,19081,5,No,11,3,1,25,3,4,2,0
35,No,Travel_Rarely,1361,Sales,17,4,Life Sciences,3,Male,3,2,Sales Executive,1,8966,3,Yes,15,3,4,15,3,7,7,1
24,Yes,Travel_Rarely,984,Research & Development,17,2,Life Sciences,4,Female,3,1,Laboratory Technician,2,2210,1,No,13,3,1,1,1,1,0,0
33,No,Travel_Frequently,1146,Sales,25,3,Medical,2,Female,3,2,Sales Executive,3,4539,1,No,12,3,1,10,2,10,7,0
36,No,Travel_Rarely,917,Research & Development,6,4,Life Sciences,3,Male,1,1,Laboratory Technician,3,2741,1,No,14,3,3,7,3,7,7,1
30,No,Travel_Rarely,853,Research & Development,7,4,Life Sciences,3,Male,3,2,Laboratory Technician,3,3491,1,No,13,3,1,10,2,10,7,8
44,No,Travel_Rarely,200,Research & Development,29,4,Other,4,Male,3,2,Research Scientist,4,4541,1,No,25,4,2,20,3,20,11,13
20,No,Travel_Rarely,654,Sales,21,3,Marketing,3,Male,4,1,Sales Representative,4,2678,1,No,17,3,4,2,3,2,1,2
46,No,Travel_Rarely,150,Research & Development,2,4,Technical Degree,4,Male,3,2,Manufacturing Director,4,7379,2,No,11,3,3,12,2,6,3,1
42,No,Non-Travel,179,Human Resources,2,5,Medical,4,Male,4,2,Human Resources,1,6272,7,No,16,3,1,10,4,4,3,0
60,No,Travel_Rarely,696,Sales,7,4,Marketing,2,Male,4,2,Sales Executive,4,5220,0,Yes,18,3,2,12,3,11,7,1
32,No,Travel_Frequently,116,Research & Development,13,3,Other,3,Female,2,1,Laboratory Technician,2,2743,1,No,20,4,3,2,3,2,2,2
32,No,Travel_Frequently,1316,Research & Development,2,2,Life Sciences,4,Female,3,2,Research Scientist,3,4998,4,Yes,14,3,4,10,3,8,7,0
36,No,Travel_Rarely,363,Research & Development,1,3,Technical Degree,3,Female,1,3,Manufacturing Director,1,10252,2,Yes,21,4,3,17,3,7,7,7
33,No,Travel_Rarely,117,Research & Development,9,3,Medical,1,Male,3,1,Research Scientist,4,2781,0,No,13,3,2,15,3,14,10,4
40,No,Travel_Rarely,107,Sales,10,3,Technical Degree,2,Female,2,2,Sales Executive,2,6852,7,No,12,3,2,7,4,5,1,1
25,No,Travel_Rarely,1356,Sales,10,4,Life Sciences,3,Male,3,2,Sales Executive,4,4950,0,No,14,3,2,5,3,4,3,1
30,No,Travel_Rarely,1465,Research & Development,1,3,Medical,4,Male,3,1,Research Scientist,2,3579,0,Yes,21,4,1,12,3,11,9,5
42,No,Travel_Frequently,458,Research & Development,26,5,Medical,1,Female,3,3,Research Director,1,13191,3,Yes,17,3,3,20,3,1,0,0
35,No,Non-Travel,1212,Sales,8,2,Marketing,3,Female,2,3,Sales Executive,4,10377,4,Yes,11,3,2,16,2,13,2,4
27,No,Travel_Rarely,1103,Research & Development,14,3,Life Sciences,1,Male,3,1,Research Scientist,1,2235,1,Yes,14,3,4,9,2,9,7,6
54,No,Travel_Frequently,966,Research & Development,1,4,Life Sciences,4,Female,3,3,Manufacturing Director,3,10502,7,No,17,3,1,33,1,5,4,1
44,No,Travel_Rarely,1117,Research & Development,2,1,Life Sciences,1,Female,4,1,Research Scientist,4,2011,1,No,13,3,4,10,3,10,5,7
19,Yes,Non-Travel,504,Research & Development,10,3,Medical,1,Female,2,1,Research Scientist,2,1859,1,Yes,25,4,2,1,4,1,1,0
29,No,Travel_Rarely,1010,Research & Development,1,3,Life Sciences,1,Female,3,1,Research Scientist,4,3760,1,No,15,3,1,3,3,3,2,1
54,No,Travel_Rarely,685,Research & Development,3,3,Life Sciences,4,Male,3,4,Research Director,4,17779,3,No,14,3,1,36,3,10,9,0
31,No,Travel_Rarely,1332,Research & Development,11,2,Medical,3,Male,3,2,Healthcare Representative,1,6833,1,Yes,12,3,4,6,2,6,5,0
31,No,Travel_Rarely,1062,Research & Development,24,3,Medical,3,Female,2,2,Healthcare Representative,1,6812,1,No,19,3,2,10,3,10,9,1
59,No,Travel_Rarely,326,Sales,3,3,Life Sciences,3,Female,2,2,Sales Executive,4,5171,5,No,17,3,4,13,3,6,1,0
43,No,Travel_Rarely,920,Research & Development,3,3,Life Sciences,3,Male,1,5,Research Director,4,19740,3,No,14,3,2,25,3,8,7,0
49,No,Travel_Rarely,1098,Research & Development,4,2,Medical,1,Male,2,5,Manager,3,18711,2,No,13,3,3,23,4,1,0,0
36,No,Travel_Frequently,469,Research & Development,3,3,Technical Degree,3,Male,3,1,Research Scientist,2,3692,1,No,12,3,3,12,2,11,10,0
48,No,Travel_Rarely,969,Research & Development,2,2,Technical Degree,4,Male,4,1,Laboratory Technician,2,2559,5,No,11,3,3,7,2,1,0,0
27,No,Travel_Rarely,1167,Research & Development,4,2,Life Sciences,1,Male,3,1,Research Scientist,3,2517,1,No,11,3,2,5,3,5,3,0
29,No,Travel_Rarely,1329,Research & Development,7,3,Life Sciences,3,Male,3,2,Healthcare Representative,4,6623,1,Yes,11,3,2,6,3,6,0,1
48,No,Travel_Rarely,715,Research & Development,1,3,Life Sciences,4,Male,2,5,Research Director,4,18265,6,No,12,3,3,25,4,1,0,0
29,No,Travel_Rarely,694,Research & Development,1,3,Life Sciences,4,Female,2,4,Research Director,4,16124,3,No,14,3,2,9,2,7,7,1
34,No,Travel_Rarely,1320,Research & Development,20,3,Technical Degree,3,Female,4,1,Research Scientist,3,2585,0,No,17,3,4,2,2,1,0,0
44,No,Travel_Rarely,1099,Sales,5,3,Marketing,2,Male,3,5,Manager,2,18213,7,No,11,3,3,26,3,22,9,3
33,No,Travel_Rarely,536,Sales,10,5,Marketing,4,Male,4,3,Sales Executive,3,8380,0,Yes,14,3,4,10,3,9,8,0
19,No,Travel_Rarely,265,Research & Development,25,3,Life Sciences,2,Female,4,1,Research Scientist,4,2994,1,Yes,12,3,4,1,3,1,0,0
23,No,Travel_Rarely,373,Research & Development,1,2,Life Sciences,4,Male,3,1,Research Scientist,3,1223,1,No,22,4,4,1,3,1,0,0
25,Yes,Travel_Frequently,599,Sales,24,1,Life Sciences,3,Male,1,1,Sales Representative,4,1118,1,Yes,14,3,4,1,3,1,0,1
26,No,Travel_Rarely,583,Research & Development,4,2,Life Sciences,3,Male,3,1,Research Scientist,4,2875,1,Yes,20,4,2,8,2,8,5,2
45,Yes,Travel_Rarely,1449,Sales,2,3,Marketing,1,Female,1,5,Manager,2,18824,2,Yes,16,3,1,26,3,24,10,1
55,No,Non-Travel,177,Research & Development,8,1,Medical,4,Male,2,4,Healthcare Representative,2,13577,1,Yes,15,3,4,34,3,33,9,15
21,Yes,Travel_Frequently,251,Research & Development,10,2,Life Sciences,1,Female,2,1,Laboratory Technician,3,2625,1,No,20,4,3,2,1,2,2,2
46,No,Travel_Rarely,168,Sales,4,2,Marketing,4,Female,2,5,Manager,2,18789,2,No,14,3,3,26,3,11,4,0
34,No,Travel_Rarely,131,Sales,2,3,Marketing,3,Female,3,2,Sales Executive,1,4538,0,Yes,12,3,4,4,3,3,2,0
51,No,Travel_Frequently,237,Sales,9,3,Life Sciences,4,Male,3,5,Manager,2,19847,4,Yes,24,4,1,31,2,29,10,11
59,No,Travel_Rarely,1429,Research & Development,18,4,Medical,4,Male,3,3,Manufacturing Director,4,10512,6,No,12,3,4,25,2,9,7,5
34,No,Travel_Frequently,135,Research & Development,19,3,Medical,3,Female,3,2,Laboratory Technician,2,4444,4,No,13,3,3,15,4,11,8,5
28,No,Travel_Frequently,791,Research & Development,1,4,Medical,4,Male,3,1,Laboratory Technician,3,2154,0,Yes,11,3,3,5,2,4,2,0
44,No,Travel_Rarely,1199,Research & Development,4,2,Life Sciences,3,Male,4,5,Manager,1,19190,1,No,14,3,4,26,2,25,9,14
34,No,Travel_Frequently,648,Human Resources,11,3,Life Sciences,3,Male,2,2,Human Resources,2,4490,4,No,11,3,4,14,4,10,9,1
35,No,Travel_Rarely,735,Research & Development,6,1,Life Sciences,3,Male,3,1,Research Scientist,3,3506,0,Yes,14,3,4,4,3,3,2,2
42,No,Travel_Rarely,603,Research & Development,7,4,Medical,2,Female,4,2,Research Scientist,2,2372,6,Yes,16,3,4,18,3,1,0,0
43,No,Travel_Rarely,531,Sales,4,4,Marketing,4,Female,2,3,Sales Executive,4,10231,3,No,14,3,4,23,4,21,7,15
36,No,Travel_Rarely,429,Research & Development,2,4,Life Sciences,3,Female,3,2,Manufacturing Director,2,5410,9,Yes,11,3,4,18,3,16,14,5
44,Yes,Travel_Rarely,621,Research & Development,15,3,Medical,1,Female,3,3,Healthcare Representative,4,7978,1,No,11,3,4,10,3,10,7,0
28,No,Travel_Frequently,193,Research & Development,2,3,Life Sciences,4,Male,2,1,Laboratory Technician,4,3867,1,Yes,12,3,2,2,3,2,2,2
51,No,Travel_Frequently,968,Research & Development,6,2,Medical,2,Female,2,1,Laboratory Technician,3,2838,0,No,14,3,2,8,2,7,0,7
30,No,Non-Travel,879,Research & Development,9,2,Medical,3,Female,3,2,Manufacturing Director,3,4695,7,Yes,18,3,3,10,3,8,4,1
29,Yes,Travel_Rarely,806,Research & Development,7,3,Technical Degree,2,Female,3,1,Laboratory Technician,3,3339,3,Yes,13,3,1,10,3,7,7,7
28,No,Travel_Rarely,640,Research & Development,1,3,Technical Degree,4,Male,3,1,Research Scientist,1,2080,2,No,11,3,2,5,2,3,2,1
25,No,Travel_Rarely,266,Research & Development,1,3,Medical,4,Female,3,1,Research Scientist,2,2096,1,No,18,3,4,2,2,2,2,2
32,No,Travel_Rarely,604,Sales,8,3,Medical,3,Male,4,2,Sales Executive,4,6209,1,No,15,3,3,10,4,10,7,0
45,No,Travel_Frequently,364,Research & Development,25,3,Medical,2,Female,3,5,Manager,2,18061,3,No,22,4,3,22,3,0,0,0
39,No,Travel_Rarely,412,Research & Development,13,4,Medical,3,Female,2,4,Manager,2,17123,6,Yes,13,3,4,21,3,19,9,15
58,No,Travel_Rarely,848,Research & Development,23,4,Life Sciences,1,Male,3,1,Research Scientist,3,2372,1,No,12,3,4,2,3,2,2,2
32,Yes,Travel_Rarely,1089,Research & Development,7,2,Life Sciences,4,Male,3,2,Laboratory Technician,3,4883,1,No,18,3,1,10,3,10,4,1
39,Yes,Travel_Rarely,360,Research & Development,23,3,Medical,3,Male,3,1,Research Scientist,1,3904,0,No,13,3,1,6,3,5,2,0
30,No,Travel_Rarely,1138,Research & Development,6,3,Technical Degree,1,Female,2,2,Laboratory Technician,4,4627,0,No,12,3,1,10,3,9,2,6
36,No,Travel_Rarely,325,Research & Development,10,4,Technical Degree,4,Female,3,3,Healthcare Representative,3,7094,3,No,12,3,1,10,3,7,7,1
46,No,Travel_Rarely,991,Human Resources,1,2,Life Sciences,4,Female,3,1,Human Resources,1,3423,6,No,12,3,3,10,4,7,6,5
28,No,Non-Travel,1476,Research & Development,1,3,Life Sciences,3,Female,1,2,Laboratory Technician,4,6674,0,No,11,3,1,10,3,9,8,7
50,No,Travel_Rarely,1322,Research & Development,28,3,Life Sciences,4,Female,3,4,Research Director,1,16880,4,Yes,11,3,2,25,3,3,2,1
40,Yes,Travel_Rarely,299,Sales,25,4,Marketing,4,Male,2,3,Sales Executive,2,9094,2,Yes,12,3,3,9,3,5,4,1
52,Yes,Travel_Rarely,1030,Sales,5,3,Life Sciences,2,Male,3,3,Sales Executive,2,8446,9,Yes,19,3,3,10,2,8,7,7
